classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
420151678,esterfiorillo,2149189,e4a89b2fd1285bd427c0,21693,fachadas,14.15,2022-06-07 17:07:34 UTC,,,"{""source"":""api"",""session"":""bd42545d84416b18d60e0f8d48e89e84859579621c3df309969c6db6761eb31c"",""viewport"":{""width"":1294,""height"":656},""started_at"":""2022-06-07T17:07:28.312Z"",""user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:100.0) Gecko/20100101 Firefox/100.0"",""utc_offset"":""10800"",""finished_at"":""2022-06-07T17:07:34.479Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-07T17:07:28.189Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM?"",""value"":""Não sei""}]","{""77387990"":{""retired"":null,""Filename"":""2107_M_-22.9690503405942_-47.130642909512.jpg""}}",77387990
420523160,esterfiorillo,2149189,3de7e7a987d2c25b880f,21693,fachadas,14.15,2022-06-09 16:03:42 UTC,,,"{""source"":""api"",""session"":""5e6b89be5dc1a7a4e79d1aa668b2880f7ba218a5e5d4fdaabd1cf55825b15fd4"",""viewport"":{""width"":1294,""height"":656},""started_at"":""2022-06-09T16:03:34.487Z"",""user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:100.0) Gecko/20100101 Firefox/100.0"",""utc_offset"":""10800"",""finished_at"":""2022-06-09T16:03:42.317Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-09T16:03:34.230Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM?"",""value"":""1""}]","{""77381028"":{""retired"":null,""Filename"":""291_A_-22.9908505973313_-47.1186829234662.jpg""}}",77381028
420523182,esterfiorillo,2149189,3de7e7a987d2c25b880f,21693,fachadas,14.15,2022-06-09 16:03:48 UTC,,,"{""source"":""api"",""session"":""5e6b89be5dc1a7a4e79d1aa668b2880f7ba218a5e5d4fdaabd1cf55825b15fd4"",""viewport"":{""width"":1294,""height"":656},""started_at"":""2022-06-09T16:03:43.978Z"",""user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:100.0) Gecko/20100101 Firefox/100.0"",""utc_offset"":""10800"",""finished_at"":""2022-06-09T16:03:48.686Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-09T16:03:34.230Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM?"",""value"":""5""}]","{""77386527"":{""retired"":null,""Filename"":""1578_C_-22.94442263164_-47.1006964046875.jpg""}}",77386527
420523203,esterfiorillo,2149189,3de7e7a987d2c25b880f,21693,fachadas,14.15,2022-06-09 16:03:52 UTC,,,"{""source"":""api"",""session"":""5e6b89be5dc1a7a4e79d1aa668b2880f7ba218a5e5d4fdaabd1cf55825b15fd4"",""viewport"":{""width"":1294,""height"":656},""started_at"":""2022-06-09T16:03:49.845Z"",""user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:100.0) Gecko/20100101 Firefox/100.0"",""utc_offset"":""10800"",""finished_at"":""2022-06-09T16:03:52.496Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-09T16:03:34.230Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM?"",""value"":""3""}]","{""77383263"":{""retired"":null,""Filename"":""1055_B_-22.9663070805785_-47.143039366109.jpg""}}",77383263
420533900,esterfiorillo,2149189,a563e82294c9ebfc2158,21693,fachadas,14.15,2022-06-09 16:35:54 UTC,,,"{""source"":""api"",""session"":""5e6b89be5dc1a7a4e79d1aa668b2880f7ba218a5e5d4fdaabd1cf55825b15fd4"",""viewport"":{""width"":1294,""height"":656},""started_at"":""2022-06-09T16:03:53.950Z"",""user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:100.0) Gecko/20100101 Firefox/100.0"",""utc_offset"":""10800"",""finished_at"":""2022-06-09T16:35:53.622Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-09T16:03:34.230Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM?"",""value"":""Não sei""}]","{""77382308"":{""retired"":null,""Filename"":""606_B_-22.9657761871083_-47.1431171024896.jpg""}}",77382308
421081332,esterfiorillo,2149189,106194b63515d73e968e,21693,fachadas,14.18,2022-06-12 20:35:41 UTC,,,"{""source"":""api"",""session"":""6d9bf2a6d70848bb1f90e5f49d03843d34b3c09df17eb90f67221a1faad663f8"",""viewport"":{""width"":1294,""height"":656},""started_at"":""2022-06-12T20:35:07.941Z"",""user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:100.0) Gecko/20100101 Firefox/100.0"",""utc_offset"":""10800"",""finished_at"":""2022-06-12T20:35:41.607Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-12T20:35:07.793Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""1""}]","{""77596803"":{""retired"":null,""Filename"":""1431_C_-22.9387287107344_-47.0986561173237.jpg""}}",77596803
421333319,esterfiorillo,2149189,68474ebf133ad485142c,21693,fachadas,14.18,2022-06-14 13:38:08 UTC,,,"{""source"":""api"",""session"":""32b84b45f1a3027f5c3fc9e9b64e8cef4108725aa4715a70b9f17c97993c01eb"",""viewport"":{""width"":1294,""height"":656},""started_at"":""2022-06-14T12:38:32.738Z"",""user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:100.0) Gecko/20100101 Firefox/100.0"",""utc_offset"":""10800"",""finished_at"":""2022-06-14T13:38:06.325Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-14T12:38:32.582Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77604957"":{""retired"":null,""Filename"":""130_A_-22.9908155327202_-47.1227031113488.jpg""}}",77604957
423506933,vandrade,2484729,5c6a308afcd45eb78dee,21693,fachadas,14.18,2022-06-27 16:20:48 UTC,,,"{""source"":""api"",""session"":""61ae0ee00dda4a19ed32a5009cec38769b91ab765f05b18a407209627faf7438"",""viewport"":{""width"":1440,""height"":757},""started_at"":""2022-06-27T16:21:40.952Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-06-27T16:22:03.800Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-27T16:20:25.224Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""3""}]","{""77605875"":{""retired"":null,""Filename"":""1798_M_-22.9718840155492_-47.1341925448522.jpg""}}",77605875
423506972,vandrade,2484729,5c6a308afcd45eb78dee,21693,fachadas,14.18,2022-06-27 16:21:05 UTC,,,"{""source"":""api"",""session"":""61ae0ee00dda4a19ed32a5009cec38769b91ab765f05b18a407209627faf7438"",""viewport"":{""width"":1440,""height"":757},""started_at"":""2022-06-27T16:22:10.345Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-06-27T16:22:20.711Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-27T16:20:25.224Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""2""}]","{""77605041"":{""retired"":null,""Filename"":""190_A_-22.9927618788868_-47.1190414502838.jpg""}}",77605041
423506994,vandrade,2484729,5c6a308afcd45eb78dee,21693,fachadas,14.18,2022-06-27 16:21:14 UTC,,,"{""source"":""api"",""session"":""61ae0ee00dda4a19ed32a5009cec38769b91ab765f05b18a407209627faf7438"",""viewport"":{""width"":1440,""height"":757},""started_at"":""2022-06-27T16:22:23.311Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-06-27T16:22:30.174Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-27T16:20:25.224Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""5""}]","{""77605765"":{""retired"":null,""Filename"":""1455_C_-22.9381095491945_-47.0979274799138.jpg""}}",77605765
423507014,vandrade,2484729,5c6a308afcd45eb78dee,21693,fachadas,14.18,2022-06-27 16:21:24 UTC,,,"{""source"":""api"",""session"":""61ae0ee00dda4a19ed32a5009cec38769b91ab765f05b18a407209627faf7438"",""viewport"":{""width"":1440,""height"":757},""started_at"":""2022-06-27T16:22:33.468Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-06-27T16:22:40.323Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-27T16:20:25.224Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""4""}]","{""77606224"":{""retired"":null,""Filename"":""2117_M_-22.9698290746991_-47.1320057598511.jpg""}}",77606224
423507046,vandrade,2484729,5c6a308afcd45eb78dee,21693,fachadas,14.18,2022-06-27 16:21:35 UTC,,,"{""source"":""api"",""session"":""61ae0ee00dda4a19ed32a5009cec38769b91ab765f05b18a407209627faf7438"",""viewport"":{""width"":1440,""height"":757},""started_at"":""2022-06-27T16:22:42.020Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-06-27T16:22:51.191Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-27T16:20:25.224Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""3""}]","{""77606187"":{""retired"":null,""Filename"":""2062_M_-22.9720911760151_-47.1341136091735.jpg""}}",77606187
423507077,vandrade,2484729,5c6a308afcd45eb78dee,21693,fachadas,14.18,2022-06-27 16:21:46 UTC,,,"{""source"":""api"",""session"":""61ae0ee00dda4a19ed32a5009cec38769b91ab765f05b18a407209627faf7438"",""viewport"":{""width"":1440,""height"":757},""started_at"":""2022-06-27T16:22:52.284Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2022-06-27T16:23:01.518Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":500,""clientHeight"":500,""naturalWidth"":500,""naturalHeight"":500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-06-27T16:20:25.224Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56112""}","[{""task"":""T0"",""task_label"":""Qual o ICM da fachada?"",""value"":""4""}]","{""77606038"":{""retired"":null,""Filename"":""1826_M_-22.9734708496857_-47.1338082738262.jpg""}}",77606038
