,filename,idx,label,pred,error,fold
55,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/07_04_2022_7109.tmp.jpg,261,1,2,1,0
56,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/07_04_2022_7D53.tmp.jpg,266,1,1,0,0
57,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/07_04_2022_DA7C.tmp.jpg,270,1,3,2,0
58,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/07_10_2021_3EC5.tmp.jpg,276,1,2,1,0
59,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/08_10_2021_7B4C.tmp.jpg,278,1,1,0,0
60,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/08_10_2021_FA88.tmp.jpg,281,1,1,0,0
61,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/08_10_2021_FAB9.tmp.jpg,282,1,1,0,0
62,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/08_10_2021_FBC6.tmp.jpg,284,1,1,0,0
63,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_05_2022_3829.tmp.jpg,299,1,2,1,0
64,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_05_2022_CC5B.tmp.jpg,305,1,1,0,0
65,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_05_2022_CDBE.tmp.jpg,308,1,3,2,0
66,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_11_2021_1BCC.tmp.jpg,316,1,2,1,0
67,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_11_2021_2249.tmp.jpg,319,1,2,1,0
68,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_11_2021_7189.tmp.jpg,322,1,2,1,0
69,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_11_2021_73EE.tmp.jpg,324,1,1,0,0
70,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_11_2021_7558.tmp.jpg,328,1,1,0,0
71,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_11_2021_A33E.tmp.jpg,331,1,1,0,0
72,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_11_2021_A583.tmp.jpg,333,1,3,2,0
73,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/09_11_2021_A66E.tmp.jpg,336,1,1,0,0
74,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/10_11_2021_B270.tmp.jpg,341,1,3,2,0
75,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/10_11_2021_F94B.tmp.jpg,346,1,1,0,0
76,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/11_04_2022_866B.tmp.jpg,352,1,2,1,0
77,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/11_04_2022_86AE.tmp.jpg,355,1,1,0,0
78,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/11_04_2022_87D3.tmp.jpg,356,1,2,1,0
79,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/11_04_2022_8EEE.tmp.jpg,361,1,2,1,0
80,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/11_04_2022_977B.tmp.jpg,363,1,2,1,0
81,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/12_04_2022_58F0.tmp.jpg,370,1,3,2,0
82,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/12_04_2022_5C1F.tmp.jpg,372,1,1,0,0
83,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/12_04_2022_5C45.tmp.jpg,374,1,4,3,0
84,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/12_05_2022_896D.tmp.jpg,378,1,2,1,0
85,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/13_10_2021_53CE.tmp.jpg,387,1,2,1,0
86,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/13_10_2021_5648.tmp.jpg,389,1,2,1,0
87,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/16_11_2021_659B.tmp.jpg,401,1,1,0,0
88,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/16_11_2021_7AE.tmp.jpg,403,1,1,0,0
89,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/16_11_2021_7C89.tmp.jpg,404,1,1,0,0
90,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/16_11_2021_BC0F.tmp.jpg,407,1,1,0,0
91,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/16_11_2021_DFA6.tmp.jpg,408,1,3,2,0
92,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/17_05_2022_8F48.tmp.jpg,419,1,1,0,0
93,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/17_11_2021_4BD1.tmp.jpg,423,1,2,1,0
94,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/17_11_2021_4BE3.tmp.jpg,424,1,0,1,0
95,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/17_11_2021_A140.tmp.jpg,425,1,2,1,0
96,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/19_04_2022_2FC5.tmp.jpg,450,1,3,2,0
97,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/19_04_2022_32D0.tmp.jpg,452,1,3,2,0
98,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/19_04_2022_8883.tmp.jpg,455,1,2,1,0
99,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/19_04_2022_A796.tmp.jpg,456,1,2,1,0
100,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/19_04_2022_AEB3.tmp.jpg,461,1,1,0,0
101,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/19_04_2022_B366.tmp.jpg,465,1,1,0,0
102,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/20_05_2022_82AB.tmp.jpg,492,1,2,1,0
103,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/21_09_2021_64AD.tmp.jpg,500,1,0,1,0
104,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/22_03_2022_967A.tmp.jpg,505,1,2,1,0
105,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/22_03_2022_A93F.tmp.jpg,512,1,1,0,0
106,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/22_09_2021_919D.tmp.jpg,520,1,2,1,0
107,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/22_10_2021_4C4C.tmp.jpg,522,1,1,0,0
108,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/22_10_2021_4D33.tmp.jpg,524,1,2,1,0
109,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_01_2022_9872.tmp.jpg,542,1,1,0,0
110,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_33EB.tmp.jpg,546,1,1,0,0
111,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_39EC.tmp.jpg,550,1,2,1,0
112,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_3E58.tmp.jpg,557,1,1,0,0
113,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_4211.tmp.jpg,562,1,2,1,0
114,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_4283.tmp.jpg,563,1,0,1,0
115,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_450F.tmp.jpg,564,1,2,1,0
116,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_4994.tmp.jpg,567,1,2,1,0
117,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_4B60.tmp.jpg,568,1,0,1,0
118,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_4D98.tmp.jpg,570,1,1,0,0
119,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_61B8.tmp.jpg,584,1,2,1,0
120,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_6DD3.tmp.jpg,605,1,0,1,0
121,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_736B.tmp.jpg,607,1,0,1,0
122,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_74FC.tmp.jpg,608,1,1,0,0
123,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_764C.tmp.jpg,611,1,1,0,0
124,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_7ABF.tmp.jpg,615,1,2,1,0
125,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_7B01.tmp.jpg,616,1,1,0,0
126,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_7B02.tmp.jpg,617,1,1,0,0
127,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_8648.tmp.jpg,624,1,2,1,0
128,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_8720.tmp.jpg,626,1,3,2,0
129,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_8E3E.tmp.jpg,630,1,1,0,0
130,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_9324.tmp.jpg,632,1,1,0,0
131,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_A045.tmp.jpg,642,1,1,0,0
132,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_ACFE.tmp.jpg,647,1,1,0,0
133,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_B9AE.tmp.jpg,653,1,1,0,0
134,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_BA00.tmp.jpg,654,1,1,0,0
135,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_C854.tmp.jpg,657,1,0,1,0
136,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_DA07.tmp.jpg,662,1,2,1,0
137,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_DC56.tmp.jpg,666,1,2,1,0
138,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_06_2022_E589.tmp.jpg,667,1,1,0,0
139,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_09_2021_2FF.tmp.jpg,676,1,2,1,0
140,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_09_2021_33F.tmp.jpg,677,1,1,0,0
141,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_09_2021_838.tmp.jpg,680,1,3,2,0
142,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/24_09_2021_FF99.tmp.jpg,683,1,1,0,0
143,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/25_03_2022_33B0.tmp.jpg,687,1,2,1,0
144,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/25_03_2022_3433.tmp.jpg,688,1,2,1,0
145,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/25_03_2022_34C3.tmp.jpg,689,1,2,1,0
146,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/25_04_2022_2176.tmp.jpg,699,1,2,1,0
147,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/25_04_2022_9A6F.tmp.jpg,711,1,1,0,0
148,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/25_10_2021_913.tmp.jpg,719,1,1,0,0
149,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/26_10_2021_3A7F.tmp.jpg,723,1,2,1,0
150,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/26_10_2021_3C8C.tmp.jpg,726,1,1,0,0
151,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/26_10_2021_3E84.tmp.jpg,728,1,0,1,0
152,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/26_10_2021_4219.tmp.jpg,729,1,1,0,0
153,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/26_10_2021_4411.tmp.jpg,732,1,1,0,0
154,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/27_09_2021_39DD.tmp.jpg,744,1,1,0,0
155,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/27_09_2021_3A20.tmp.jpg,746,1,1,0,0
156,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/27_09_2021_4963.tmp.jpg,748,1,1,0,0
157,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/27_09_2021_49A4.tmp.jpg,749,1,2,1,0
158,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/27_10_2021_4A80.tmp.jpg,751,1,1,0,0
159,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/27_10_2021_5374.tmp.jpg,754,1,1,0,0
160,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/27_10_2021_D953.tmp.jpg,767,1,0,1,0
161,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/28_03_2022_22F0.tmp.jpg,769,1,1,0,0
162,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/28_09_2021_430F.tmp.jpg,775,1,1,0,0
163,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/28_09_2021_43AF.tmp.jpg,776,1,1,0,0
164,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/28_09_2021_9B55.tmp.jpg,781,1,1,0,0
165,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/28_09_2021_9BE7.tmp.jpg,782,1,1,0,0
166,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/28_09_2021_9CDA.tmp.jpg,784,1,2,1,0
167,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/28_10_2021_108A.tmp.jpg,785,1,1,0,0
168,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/28_10_2021_85D5.tmp.jpg,787,1,0,1,0
169,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/28_10_2021_FB7.tmp.jpg,793,1,1,0,0
170,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/29_03_2022_F764.tmp.jpg,796,1,1,0,0
171,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/30_03_2022_7EAA.tmp.jpg,802,1,2,1,0
172,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/30_09_2021_5F6A.tmp.jpg,816,1,2,1,0
173,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/1/30_09_2021_5F9A.tmp.jpg,817,1,0,1,0
174,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/01_04_2022_5E44.tmp.jpg,827,2,1,1,0
175,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/01_04_2022_81BD.tmp.jpg,829,2,4,2,0
176,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/01_04_2022_826C.tmp.jpg,830,2,0,2,0
177,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/01_10_2021_4250.tmp.jpg,844,2,2,0,0
178,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_05_2022_3EB5.tmp.jpg,848,2,4,2,0
179,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_05_2022_9391.tmp.jpg,858,2,2,0,0
180,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_05_2022_C9E3.tmp.jpg,866,2,2,0,0
181,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_05_2022_CB36.tmp.jpg,867,2,4,2,0
182,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_05_2022_CD02.tmp.jpg,871,2,4,2,0
183,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_05_2022_CF1B.tmp.jpg,874,2,2,0,0
184,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_11_2021_1C71.tmp.jpg,878,2,4,2,0
185,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_11_2021_1F29.tmp.jpg,881,2,2,0,0
186,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_11_2021_2409.tmp.jpg,886,2,2,0,0
187,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_11_2021_6C29.tmp.jpg,896,2,2,0,0
188,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/03_11_2021_C163.tmp.jpg,898,2,3,1,0
189,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/04_04_2022_2882.tmp.jpg,909,2,2,0,0
190,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/04_10_2021_2F5D.tmp.jpg,921,2,3,1,0
191,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/04_10_2021_3023.tmp.jpg,924,2,2,0,0
192,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/04_10_2021_30DB.tmp.jpg,927,2,3,1,0
193,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/04_10_2021_B0B2.tmp.jpg,931,2,2,0,0
194,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/04_11_2021_A6B6.tmp.jpg,945,2,1,1,0
195,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/04_11_2021_B64C.tmp.jpg,949,2,4,2,0
196,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/04_11_2021_C0FD.tmp.jpg,951,2,1,1,0
197,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/05_04_2022_1ED3.tmp.jpg,966,2,3,1,0
198,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/05_04_2022_2154.tmp.jpg,969,2,2,0,0
199,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/05_10_2021_7B54.tmp.jpg,986,2,2,0,0
200,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/05_10_2021_7C74.tmp.jpg,989,2,2,0,0
201,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/05_11_2021_2958.tmp.jpg,996,2,2,0,0
202,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/05_11_2021_FDC4.tmp.jpg,1021,2,2,0,0
203,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/05_11_2021_FEB0.tmp.jpg,1026,2,2,0,0
204,/mnt/DADOS_PARIS_1/laranjeira/Datasets/ICM_facade/2/05_11_2021_FEB1.tmp.jpg,1027,2,1,1,0
